-10.93934139	-37.06274211
-10.93934139	-37.06274211
-10.93932395	-37.06276451
-10.93921056	-37.06284305
-10.93893898	-37.0628786
-10.93854359	-37.06283866
-10.93834606	-37.06258756
-10.93844845	-37.06199983
-10.93866607	-37.06149893
-10.93898623	-37.06081922
-10.93934291	-37.0600867
-10.93964144	-37.0595031
-10.93985791	-37.05912132
-10.94007729	-37.058729
-10.9403891	-37.05829088
-10.94074638	-37.05799223
-10.94117939	-37.05763973
-10.9414799	-37.05739138
-10.94153251	-37.05734578
-10.94153251	-37.05734578
-10.94153251	-37.05734578
-10.94153251	-37.05734578
-10.94153251	-37.05734578
-10.94153251	-37.05734578
-10.94153251	-37.05734578
-10.94153251	-37.05734578
-10.94154221	-37.05733795
-10.94174227	-37.05716593
-10.94210007	-37.05683316
-10.9424436	-37.05655106
-10.94278328	-37.05636722
-10.9430484	-37.05620079
-10.94308963	-37.05587927
-10.9431571	-37.0552885
-10.94331306	-37.05466451
-10.94349345	-37.05399063
-10.94373073	-37.05313336
-10.94394907	-37.05233639
-10.94408881	-37.05191634
-10.94411344	-37.05184472
-10.94416466	-37.05164506
-10.9442224	-37.05127819
-10.94411038	-37.05104354
-10.94371495	-37.05100033
-10.94319179	-37.05099926
-10.94266202	-37.050978
-10.94223704	-37.05089977
-10.9418835	-37.05077629
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94169743	-37.05070298
-10.94147327	-37.05058755
-10.94138226	-37.05018678
-10.9416644	-37.04977136
-10.94195255	-37.04939389
-10.94228149	-37.04898069
-10.94271396	-37.04841846
-10.94316593	-37.04784047
-10.94362763	-37.04738422
-10.94419187	-37.04692971
-10.94488887	-37.04645904
-10.94543696	-37.04619092
-10.94565158	-37.04611989
-10.94565158	-37.04611989
-10.94565158	-37.04611989
-10.94575441	-37.04610036
-10.94605526	-37.04598469
-10.94633251	-37.04587714
-10.94677957	-37.04572459
-10.94705119	-37.04568528
-10.9470851	-37.04576843
-10.94708532	-37.04578286
-10.94708532	-37.04578286
-10.94708532	-37.04578286
-10.94708532	-37.04578286
-10.94708532	-37.04578286
-10.94708532	-37.04578286
