10.94231,76.9346
10.94627,76.93156
10.94891,76.93509
10.94413,76.93978
10.94053,76.93599
10.94627,76.93156
10.94573,76.92929
10.9445,76.93529
10.94336,76.93378
10.94929,76.92915
10.94791,76.9248
10.95012,76.92284
10.95733,76.92469
10.94484,76.93863
10.94508,76.9427
10.94053,76.93599
10.94336,76.93378
10.94164,76.93259
10.94627,76.93156
10.94891,76.93509
10.95133,76.93314
10.95339,76.93685
10.95418,76.92984
10.94958,76.9285
10.95425,76.92976
10.94573,76.92929
10.94627,76.93156
10.93883,76.93633
10.9319,76.92661
10.93883,76.93633
10.94385,76.93665
10.93883,76.93633
10.93393,76.92991
10.94913,76.94405
10.94053,76.93599
10.94336,76.93378
10.94164,76.93259
10.94627,76.93156
10.94796,76.93725
10.95418,76.92984
10.94963,76.92841
10.95383,76.92963
10.94734,76.93492
10.95249,76.93048
10.94958,76.9285
10.95027,76.93404
10.95258,76.93019
10.94958,76.9285
10.94627,76.93156
10.94833,76.9343
