-10.93934139,-37.06274211
-10.93834606,-37.06258756
-10.93866607,-37.06149893
-10.9403891,-37.05829088
-10.9430484,-37.05620079
-10.94416466,-37.05164506
-10.94411038,-37.05104354
-10.94138226,-37.05018678
-10.94419187,-37.04692971
-10.94708532,-37.04578286
-10.93943942,-37.06242838
-10.93829299,-37.06237239
-10.94029375,-37.05890855
-10.95101859,-37.06687168
-10.95645998,-37.06951516
-10.96497853,-37.06897429
-10.96698213,-37.06499147
-10.97105451,-37.06647656
-10.97409123,-37.06894244
-10.97496155,-37.06788944
-10.90889296,-37.05237154
-10.91801454,-37.05269153
-10.91850017,-37.0533763
-10.91847022,-37.08132272
-10.91902161,-37.08549171
-10.9227356,-37.09633969
-10.92130557,-37.10039003
-10.92125626,-37.10455606
-10.92161594,-37.10520467
-10.92420939,-37.10468552
-10.9045158,-37.0607683
-10.9074139,-37.0617585
-10.90991479,-37.06368091
-10.9104572,-37.0636817
-10.91044148,-37.06646283
-10.90976656,-37.07119258
-10.9104811,-37.0679174
-10.90969177,-37.07241256
-10.90940338,-37.07327577
-10.9077167,-37.0732121
-10.90885896,-37.05223934
-10.91495188,-37.05273417
-10.91492666,-37.04793266
-10.91830395,-37.0470265
-10.91871241,-37.08309159
-10.92032012,-37.08970807
-10.92260962,-37.09483125
-10.92128902,-37.10063571
-10.92123861,-37.1046231
-10.92376114,-37.10506548
-10.91084681,-37.07166612
-10.91128405,-37.06416269
-10.90681351,-37.06104878
-10.90316524,-37.05984431
-10.90299615,-37.05909411
-10.89916147,-37.05897371
-10.89866379,-37.05778433
-10.89707984,-37.05772735
-10.89616226,-37.05344222
-10.89686863,-37.05337445
-10.89690567,-37.05341903
-10.89628992,-37.05433394
-10.89773568,-37.05829255
-10.90306344,-37.05478325
-10.90306907,-37.0598469
-10.90646538,-37.06144708
-10.90509762,-37.07160193
-10.90850588,-37.07211123
-10.90840754,-37.07304199
-10.9077394,-37.07307568
-10.91123058,-37.05267365
-10.91833575,-37.0528786
-10.91872397,-37.06865361
-10.9183089,-37.07378666
-10.91859778,-37.08145844
-10.91914942,-37.08569243
-10.9202986,-37.08917997
-10.92262864,-37.09500575
-10.92266096,-37.09649988
-10.92139071,-37.1000928
-10.90140333,-37.05603333
-10.90791,-37.05133167
-10.90811,-37.051455
-10.90806667,-37.05267333
-10.91241,-37.05274667
-10.91480667,-37.052755
-10.91504333,-37.05170167
-10.91525833,-37.05157667
-10.92228,-37.051655
-10.92238333,-37.05139833
-10.90140333,-37.05603333
-10.90791,-37.05133167
-10.90811,-37.051455
-10.90806667,-37.05267333
-10.91241,-37.05274667
-10.91480667,-37.052755
-10.91504333,-37.05170167
-10.91525833,-37.05157667
-10.92228,-37.051655
-10.92238333,-37.05139833
-10.92235667,-37.05147
-10.92377833,-37.0446
-10.92742,-37.04332167
-10.93412667,-37.050025
-10.939075,-37.05095833
-10.94117333,-37.05085167
-10.94621167,-37.04585
-10.95494667,-37.04606167
-10.96367667,-37.042345
-10.97568667,-37.04733333
-10.98208167,-37.05297833
-10.97056,-37.05371667
-10.9698,-37.06095
-10.9708,-37.05385167
-10.98721833,-37.05216833
-10.98248833,-37.050765
-10.98253167,-37.04954
-10.97990333,-37.04892667
-10.97992667,-37.04816167
-10.97581167,-37.04713667
-10.98769667,-37.05236167
-10.984255,-37.05289
-10.969725,-37.08218167
-10.94736833,-37.072535
-10.92341167,-37.08088333
-10.91404833,-37.08921333
-10.91895,-37.08566667
-10.922835,-37.09580167
-10.921145,-37.104795
-10.92571833,-37.103215
-10.98769667,-37.05236167
-10.984255,-37.05289
-10.969725,-37.08218167
-10.94736833,-37.072535
-10.92341167,-37.08088333
-10.91404833,-37.08921333
-10.91895,-37.08566667
-10.922835,-37.09580167
-10.921145,-37.104795
-10.92571833,-37.103215
-10.89744512,-37.05813513
-10.90310065,-37.05495891
-10.90290957,-37.05974545
-10.90627125,-37.06127294
-10.90610723,-37.06532256
-10.91031855,-37.06665518
-10.9098649,-37.07109375
-10.90639174,-37.07067845
-10.90839329,-37.07204013
-10.90768533,-37.07327513
-10.9088832,-37.05223326
-10.91439671,-37.05283108
-10.91502386,-37.05244318
-10.91496718,-37.04801393
-10.91837927,-37.04666542
-10.91821917,-37.07331754
-10.91863097,-37.0826843
-10.91923248,-37.08607822
-10.92264693,-37.09504228
-10.9222754,-37.09767894
-10.89692496,-37.05343101
-10.89732716,-37.05350957
-10.89702882,-37.05389759
-10.89624563,-37.0537608
-10.89694701,-37.057479
-10.89807029,-37.05869555
-10.89852517,-37.06010479
-10.89842329,-37.06041584
-10.89716779,-37.06094955
-10.8971815,-37.06154302
-10.89718252,-37.06153744
-10.89838822,-37.06119026
-10.89846346,-37.06178951
-10.89952792,-37.06019947
-10.90187237,-37.05955134
-10.90633685,-37.06129554
-10.90506513,-37.07151597
-10.90835309,-37.0720759
-10.90837452,-37.0731016
-10.90778428,-37.0732805
-10.90754699,-37.07319218
-10.90613576,-37.07284962
-10.90520178,-37.08016526
-10.90912381,-37.08089971
-10.90837721,-37.08647175
-10.90818966,-37.08681415
-10.90737647,-37.08670116
-10.90827396,-37.08658708
-10.90832196,-37.08600846
-10.90772752,-37.08573463
-10.8971808,-37.06155066
-10.89842843,-37.06123614
-10.89846364,-37.06179104
-10.89952903,-37.06018855
-10.90218937,-37.05960394
-10.90642,-37.0613728
-10.90533065,-37.06626148
-10.90509452,-37.0716695
-10.90844369,-37.07210854
-10.90776114,-37.07321702
-10.90772872,-37.0858016
-10.90724695,-37.08674937
-10.90822139,-37.08787732
-10.90706666,-37.09184062
-10.91392742,-37.08926387
-10.92494427,-37.08055035
-10.93330835,-37.08285164
-10.93676152,-37.08280934
-10.94788824,-37.07313781
-10.94686136,-37.07156657
-10.90772872,-37.0858016
-10.90724695,-37.08674937
-10.90822139,-37.08787732
-10.90706666,-37.09184062
-10.91392742,-37.08926387
-10.92494427,-37.08055035
-10.93330835,-37.08285164
-10.93676152,-37.08280934
-10.94788824,-37.07313781
-10.94686136,-37.07156657
-10.94685803,-37.07152554
-10.93931604,-37.0636993
-10.92933958,-37.0603709
-10.92510009,-37.05729738
-10.90665736,-37.0575234
-10.90618496,-37.05907499
-10.90307638,-37.05797575
-10.90297727,-37.05903632
-10.89836757,-37.0589861
-10.89713671,-37.06150733
-10.89686099,-37.05344896
-10.89775877,-37.05832669
-10.90393562,-37.05422427
-10.92080105,-37.05520166
-10.92136569,-37.0457349
-10.92794031,-37.04335064
-10.9351361,-37.05045253
-10.98021679,-37.05341644
-10.98624891,-37.0587764
-10.98740724,-37.07135922
-10.98770565,-37.07059051
-10.98631486,-37.06614028
-10.98642818,-37.05772632
-10.98331331,-37.05405272
-10.98360167,-37.05302792
-10.96592028,-37.05318519
-10.95993835,-37.05461287
-10.95094048,-37.05168356
-10.94156222,-37.05067508
-10.94416128,-37.04727107
-10.94552475,-37.04682049
-10.95000253,-37.04544397
-10.9447477,-37.04625324
-10.94033906,-37.0505962
-10.93520789,-37.05041894
-10.92744087,-37.04325441
-10.91499654,-37.04771825
-10.90256167,-37.04827583
-10.90306428,-37.05258484
-10.89675759,-37.05341118
-10.89661469,-37.05377878
-10.89622362,-37.05370269
-10.89697068,-37.05744322
-10.89705835,-37.0576607
-10.89732684,-37.05790709
-10.89795264,-37.05833064
-10.90588761,-37.05273047
-10.90600912,-37.05289444
-10.90604147,-37.05374907
-10.90598035,-37.05392506
-10.89661469,-37.05377878
-10.89622362,-37.05370269
-10.89697068,-37.05744322
-10.89705835,-37.0576607
-10.89732684,-37.05790709
-10.89795264,-37.05833064
-10.90588761,-37.05273047
-10.90600912,-37.05289444
-10.90604147,-37.05374907
-10.90598035,-37.05392506
-10.90597734,-37.05392508
-10.90329573,-37.05436254
-10.90322027,-37.05175568
-10.89552323,-37.05222288
-10.894887,-37.04698483
-10.89692098,-37.03535693
-10.90392114,-37.02788209
-10.90773399,-37.02620568
-10.90810016,-37.02397015
-10.90711084,-37.02390678
-10.8956631,-37.05343751
-10.89784929,-37.05837899
-10.90308016,-37.0548855
-10.90302219,-37.05688601
-10.90524676,-37.05809377
-10.9254525,-37.05743987
-10.92846179,-37.06006605
-10.93946496,-37.06403517
-10.94697445,-37.07360331
-10.94688606,-37.07091845
-10.94661649,-37.07101434
-10.93931534,-37.06381458
-10.92868003,-37.06010758
-10.92520161,-37.05731105
-10.90649642,-37.05753884
-10.90625567,-37.05906927
-10.89914014,-37.05894479
